Score,Rating,Address,City,ZIP,Owner,Value,Type,Year Built,Sqft,Signals,Court Activity,Mail Name,Mail Address,Mail City,Mail State,Mail ZIP,Bridge Page
75,HIGH,1424 NE 29 ST,POMPANO BEACH,33064,"GARCIA,LUIS",376750,Single Family,1966,1148,No homestead; Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,final_judgment 12/26/2024; lis_pendens 12/16/2024; satisfaction 12/02/2025; mortgage 11/20/2025; probate 11/07/2024,"GARCIA,LUIS",1424 NE 29 ST,POMPANO BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=1424%20NE%2029%20ST&city=POMPANO%20BEACH
75,HIGH,2851 E GOLF BLVD,POMPANO BEACH,33064,"RAYMOND,JOHN A",121660,Condo,1969,760,Absentee owner; No homestead; Litigation pending (pre-foreclosure); Probate filing; Lien on property,deed_transfer 11/13/2025; probate 10/31/2025; satisfaction 05/23/2025; lis_pendens 01/28/2025; lien 01/06/2025,"RAYMOND,JOHN A",11330 TIMBERLODGE TER,BOCA RATON,FLORIDA,33428,https://title.rootz.global/p/farm?address=2851%20E%20GOLF%20BLVD&city=POMPANO%20BEACH
75,HIGH,9400 SUNRISE LAKES BLVD,SUNRISE,33322,LEGACY 4 PARTNERS LLC,119600,Condo,1980,850,Out-of-state absentee; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 10/11/2024; deed_transfer 10/11/2024; final_judgment 07/28/2025; lis_pendens 05/27/2025; lien 04/11/2025,LEGACY 4 PARTNERS LLC,16192 COASTAL HWY,LEWES,DELAWARE,19958,https://title.rootz.global/p/farm?address=9400%20SUNRISE%20LAKES%20BLVD&city=SUNRISE
74,HIGH,501 SW 158 TER,PEMBROKE PINES,33027,"HERNANDEZ,LUIS",389260,Condo,1991,1711,Out-of-state absentee; No homestead; Probate filing; Lien on property; Foreclosure judgment; Death certificate recorded,easement 12/01/2025; deed_transfer 11/07/2024; lien 09/27/2024; satisfaction 09/26/2024; final_judgment 09/10/2024,"HERNANDEZ,LUIS",92 BOGOTA ST,STATEN ISLAND,NEW YORK,10314,https://title.rootz.global/p/farm?address=501%20SW%20158%20TER&city=PEMBROKE%20PINES
73,HIGH,2001 NE 62 ST,FORT LAUDERDALE,33308,AIM PARTNERS LLC,907590,Single Family,1971,2456,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 11/21/2025; lis_pendens 11/17/2025; satisfaction 10/31/2025; mortgage 08/14/2024; final_judgment 07/14/2025,AIM PARTNERS LLC,7901 4 ST N STE 300,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=2001%20NE%2062%20ST&city=FORT%20LAUDERDALE
73,HIGH,1484 NE 57 PL,FORT LAUDERDALE,33334,DECCURE GROUP LLC,877130,Single Family,1964,2298,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 09/11/2025; satisfaction 09/08/2025; lis_pendens 08/13/2024; final_judgment 06/04/2025,DECCURE GROUP LLC,5810 SW 33 TER,FORT LAUDERDALE,FLORIDA,33312,https://title.rootz.global/p/farm?address=1484%20NE%2057%20PL&city=FORT%20LAUDERDALE
73,HIGH,5701 NE 22 WAY,FORT LAUDERDALE,33308,AIM PARTNERS LLC,744550,Single Family,1971,2383,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 11/21/2025; lis_pendens 11/17/2025; satisfaction 10/31/2025; mortgage 08/14/2024; final_judgment 07/14/2025,AIM PARTNERS LLC,7901 4 ST STE 300,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=5701%20NE%2022%20WAY&city=FORT%20LAUDERDALE
73,HIGH,1740 NE 49 ST,FORT LAUDERDALE,33334,AIM PARTNERS LLC,808280,Single Family,1974,2058,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 11/21/2025; lis_pendens 11/17/2025; satisfaction 10/31/2025; mortgage 08/14/2024; final_judgment 07/14/2025,AIM PARTNERS LLC,7901 4 ST N,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=1740%20NE%2049%20ST&city=FORT%20LAUDERDALE
73,HIGH,1249 NW 18 ST,FORT LAUDERDALE,33311,I LOVE FLORIDA REAL ESTATE LLC,432610,Single Family,1955,1456,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 11/07/2024; lis_pendens 10/17/2024; deed_transfer 10/15/2025; satisfaction 05/29/2025; lien 01/15/2025,I LOVE FLORIDA REAL ESTATE LLC,4327 FOSS RD,LAKE WORTH,FLORIDA,33461,https://title.rootz.global/p/farm?address=1249%20NW%2018%20ST&city=FORT%20LAUDERDALE
73,HIGH,1237 NW 17 ST,FORT LAUDERDALE,33311,I LOVE FLORIDA REAL ESTATE LLC,424440,Single Family,1954,1391,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 11/07/2024; lis_pendens 10/17/2024; deed_transfer 10/15/2025; satisfaction 05/29/2025; lien 01/15/2025,I LOVE FLORIDA REAL ESTATE LLC,4347 FOSS RD,LAKE WORTH,FLORIDA,33461,https://title.rootz.global/p/farm?address=1237%20NW%2017%20ST&city=FORT%20LAUDERDALE
73,HIGH,1771 NW 27 AVE,FORT LAUDERDALE,33311,DLC MORTGAGES III LLC,348800,Single Family,1962,1356,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/24/2025; deed_transfer 12/24/2025; satisfaction 11/24/2025; final_judgment 08/12/2025; lis_pendens 07/12/2024,DLC MORTGAGES III LLC,PO BOX 5162,LARGO,FLORIDA,33778,https://title.rootz.global/p/farm?address=1771%20NW%2027%20AVE&city=FORT%20LAUDERDALE
73,HIGH,1218 NW 2 AVE,FORT LAUDERDALE,33311,RGN INVESTMENTS LLC,322050,Single Family,1956,1139,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 11/12/2024; deed_transfer 10/03/2025; mortgage 06/27/2024; lien 02/21/2025; final_judgment 01/24/2025,RGN INVESTMENTS LLC,18911 NW 19 ST,PEMBROKE PINES,FLORIDA,33029,https://title.rootz.global/p/farm?address=1218%20NW%202%20AVE&city=FORT%20LAUDERDALE
73,HIGH,520 SAN MARCO DR,FORT LAUDERDALE,33301,520 SAN MARCO LLC,2928760,Single Family,2010,5665,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/20/2024; lis_pendens 12/16/2025; mortgage 12/12/2024; final_judgment 12/09/2024; lien 08/20/2024,520 SAN MARCO LLC,7901 N 4 ST SUITE 300,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=520%20SAN%20MARCO%20DR&city=FORT%20LAUDERDALE
73,HIGH,3107 NE 27 ST,FORT LAUDERDALE,33308,CLOSTE LLC,919340,Condo,1970,1560,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 10/02/2025; final_judgment 09/18/2024; lien 09/16/2025,CLOSTE LLC,3655 NE 32 AVE #217B,FORT LAUDERDALE,FLORIDA,33308,https://title.rootz.global/p/farm?address=3107%20NE%2027%20ST&city=FORT%20LAUDERDALE
73,HIGH,3020 NE 32 AVE,FORT LAUDERDALE,33308,AXXYEHHO LLC,335170,Condo,2005,750,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; final_judgment 10/13/2025; lis_pendens 08/20/2025; mortgage 07/09/2025; lien 06/23/2025,AXXYEHHO LLC,3020 NE 32 AVE #709,FORT LAUDERDALE,FLORIDA,33304,https://title.rootz.global/p/farm?address=3020%20NE%2032%20AVE&city=FORT%20LAUDERDALE
73,HIGH,2900 NE 30 ST,FORT LAUDERDALE,33306,PRIME FLORIDA HOLDINGS 1 LLC,289930,Condo,2006,730,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/05/2025; lien 10/17/2025; satisfaction 08/27/2024; final_judgment 04/02/2025; mortgage 03/12/2024,PRIME FLORIDA HOLDINGS 1 LLC,2900 NE 30 ST #L-3,FORT LAUDERDALE,FLORIDA,33306,https://title.rootz.global/p/farm?address=2900%20NE%2030%20ST&city=FORT%20LAUDERDALE
73,HIGH,101 S FORT LAUDERDALE BEACH BLVD,FORT LAUDERDALE,33316,INVERSIONES LAS OLAS LLC,1759990,Condo,2008,2950,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 11/17/2025; lis_pendens 05/27/2025; lien 01/24/2025,INVERSIONES LAS OLAS LLC,777 BRICKELL AVE STE 500,MIAMI,FLORIDA,33131,https://title.rootz.global/p/farm?address=101%20S%20FORT%20LAUDERDALE%20BEACH%20BLVD&city=FORT%20LAUDERDALE
73,HIGH,7451 SHERIDAN ST,HOLLYWOOD,33024,INNOVA INVESTMENTS LLC,433690,Single Family,1970,1300,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/30/2025; mortgage 11/25/2025; easement 11/19/2025; satisfaction 11/12/2025; deed_transfer 10/24/2025,INNOVA INVESTMENTS LLC,16900 NE 19 AVE,NORTH MIAMI BEACH,FLORIDA,33162,https://title.rootz.global/p/farm?address=7451%20SHERIDAN%20ST&city=HOLLYWOOD
73,HIGH,2214-2216 N 25 AVE,HOLLYWOOD,33020,6:19 INVESTMENTS LLC,440850,Multi-Family (10+),1969,1498,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/30/2025; satisfaction 10/08/2025; final_judgment 08/04/2025; lis_pendens 04/29/2024; lien 03/06/2025,6:19 INVESTMENTS LLC,5220 NE 20 AVE,FORT LAUDERDALE,FLORIDA,33308,https://title.rootz.global/p/farm?address=2214-2216%20N%2025%20AVE&city=HOLLYWOOD
73,HIGH,1925 HARDING ST,HOLLYWOOD,33020,Y APARTMENTS LLC,528420,Multi-Family (10+),1962,2074,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; satisfaction 12/03/2024; mortgage 11/27/2024; lien 10/15/2024; lis_pendens 08/28/2025,Y APARTMENTS LLC,6045 BUCHANAN ST,HOLLYWOOD,FLORIDA,33024,https://title.rootz.global/p/farm?address=1925%20HARDING%20ST&city=HOLLYWOOD
73,HIGH,1905 HARDING ST,HOLLYWOOD,33020,Y APARTMENTS LLC,515730,Multi-Family (10+),1949,1209,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; satisfaction 12/03/2024; mortgage 11/27/2024; lien 10/15/2024; lis_pendens 08/28/2025,Y APARTMENTS LLC,6045 BUCHANAN ST,HOLLYWOOD,FLORIDA,33024,https://title.rootz.global/p/farm?address=1905%20HARDING%20ST&city=HOLLYWOOD
73,HIGH,1928 WILSON ST,HOLLYWOOD,33020,Y APARTMENTS LLC,572140,Multi-Family (10+),1952,2594,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; satisfaction 12/03/2024; mortgage 11/27/2024; lien 10/15/2024; lis_pendens 08/28/2025,Y APARTMENTS LLC,6045 BUCHANAN ST,HOLLYWOOD,FLORIDA,33024,https://title.rootz.global/p/farm?address=1928%20WILSON%20ST&city=HOLLYWOOD
73,HIGH,1841 TAFT ST,HOLLYWOOD,33020,Y APARTMENTS LLC,671700,Multi-Family (10+),1952,2470,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; satisfaction 12/03/2024; mortgage 11/27/2024; lien 10/15/2024; lis_pendens 08/28/2025,Y APARTMENTS LLC,6045 BUCHANAN ST,HOLLYWOOD,FLORIDA,33024,https://title.rootz.global/p/farm?address=1841%20TAFT%20ST&city=HOLLYWOOD
73,HIGH,1923 ROOSEVELT ST,HOLLYWOOD,33020,Y APARTMENTS LLC,706240,Multi-Family (10+),1967,2672,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/23/2025; satisfaction 12/03/2024; mortgage 11/27/2024; lien 10/15/2024; lis_pendens 08/28/2025,Y APARTMENTS LLC,6045 BUCHANAN ST,HOLLYWOOD,FLORIDA,33024,https://title.rootz.global/p/farm?address=1923%20ROOSEVELT%20ST&city=HOLLYWOOD
73,HIGH,7891 NW 11 CT,PEMBROKE PINES,33024,INNOVA INVESTMENTS LLC,339930,Single Family,1965,1180,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/30/2025; mortgage 11/25/2025; easement 11/19/2025; satisfaction 11/12/2025; deed_transfer 10/24/2025,INNOVA INVESTMENTS LLC,16900 NE 19 AVE,NORTH MIAMI BEACH,FLORIDA,33162,https://title.rootz.global/p/farm?address=7891%20NW%2011%20CT&city=PEMBROKE%20PINES
73,HIGH,114 SW 67 TER,PEMBROKE PINES,33023,INNOVA INVESTMENTS LLC,260390,Single Family,1958,896,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/30/2025; mortgage 11/25/2025; easement 11/19/2025; satisfaction 11/12/2025; deed_transfer 10/24/2025,INNOVA INVESTMENTS LLC,16900 NE 19 AVE,NORTH MIAMI BEACH,FLORIDA,33162,https://title.rootz.global/p/farm?address=114%20SW%2067%20TER&city=PEMBROKE%20PINES
73,HIGH,186 SW 68 AVE,PEMBROKE PINES,33023,INNOVA INVESTMENTS LLC,367640,Single Family,1970,1200,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/30/2025; mortgage 11/25/2025; easement 11/19/2025; satisfaction 11/12/2025; deed_transfer 10/24/2025,INNOVA INVESTMENTS LLC,16900 NE 19 AVE,NORTH MIAMI BEACH,FLORIDA,33162,https://title.rootz.global/p/farm?address=186%20SW%2068%20AVE&city=PEMBROKE%20PINES
73,HIGH,19147 SW 8 ST,PEMBROKE PINES,33029,WBL SPO I LLC,873290,Single Family,2003,3724,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 11/08/2024; satisfaction 10/14/2024; deed_transfer 09/27/2024; lien 09/18/2024; final_judgment 05/04/2026,WBL SPO I LLC,135 W CENTRAL BLVD STE 300,ORLANDO,FLORIDA,32801,https://title.rootz.global/p/farm?address=19147%20SW%208%20ST&city=PEMBROKE%20PINES
73,HIGH,301 SW 158 TER,PEMBROKE PINES,33027,MORTGAGE ASSETS MANAGEMENT LLC,361120,Condo,1993,1420,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/30/2025; satisfaction 12/23/2024; lis_pendens 12/17/2024; final_judgment 12/10/2024; lien 11/05/2025,MORTGAGE ASSETS MANAGEMENT LLC,5720 PREMIER PARK DR,WEST PALM BEACH,FLORIDA,33407,https://title.rootz.global/p/farm?address=301%20SW%20158%20TER&city=PEMBROKE%20PINES
73,HIGH,3160 NE 11 AVE,POMPANO BEACH,33064,GO FUND PROP I LLC,446800,Single Family,1978,1175,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/16/2024; deed_transfer 11/13/2025; final_judgment 09/03/2025; lis_pendens 07/17/2024; lien 03/06/2025,GO FUND PROP I LLC,1001 YAMATO RD STE 302,BOCA RATON,FLORIDA,33431,https://title.rootz.global/p/farm?address=3160%20NE%2011%20AVE&city=POMPANO%20BEACH
73,HIGH,3041 NE 11 TER,POMPANO BEACH,33064,GLTG INVESTMENT LLC,358900,Single Family,1965,1077,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/19/2025; lien 10/06/2025; lis_pendens 07/03/2025; deed_transfer 03/27/2024,GLTG INVESTMENT LLC,5493 WILES RD STE 105,COCONUT CREEK,FLORIDA,33073,https://title.rootz.global/p/farm?address=3041%20NE%2011%20TER&city=POMPANO%20BEACH
73,HIGH,2910 NE 10 AVE,POMPANO BEACH,33064,COMERICA BANK,426190,Single Family,1978,1355,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/30/2024; mortgage 12/29/2025; final_judgment 12/13/2024; satisfaction 12/11/2025; lien 12/03/2024,COMERICA BANK,225 E ROBINSON ST STE 155,ORLANDO,FLORIDA,32801,https://title.rootz.global/p/farm?address=2910%20NE%2010%20AVE&city=POMPANO%20BEACH
73,HIGH,2500 NE 19 ST,POMPANO BEACH,33062,AIM PARTNERS LLC,1016730,Single Family,1970,3323,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 11/21/2025; lis_pendens 11/17/2025; satisfaction 10/31/2025; mortgage 08/14/2024; final_judgment 07/14/2025,AIM PARTNERS LLC,7901 4 ST N,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=2500%20NE%2019%20ST&city=POMPANO%20BEACH
73,HIGH,525 NW 16 ST,POMPANO BEACH,33060,DLC MORTGAGES III LLC,229140,Single Family,1968,841,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/24/2025; deed_transfer 12/24/2025; satisfaction 11/24/2025; final_judgment 08/12/2025; lis_pendens 07/12/2024,DLC MORTGAGES III LLC,PO BOX 5162,LARGO,FLORIDA,33779,https://title.rootz.global/p/farm?address=525%20NW%2016%20ST&city=POMPANO%20BEACH
73,HIGH,1559 NW 4 AVE,POMPANO BEACH,33060,FRAZIER UNIQUE HOMES LLC,238710,Single Family,1964,957,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/16/2024; lien 12/05/2024; deed_transfer 11/06/2025; mortgage 10/31/2024; final_judgment 09/18/2024,FRAZIER UNIQUE HOMES LLC,500 NE 38 ST,POMPANO BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=1559%20NW%204%20AVE&city=POMPANO%20BEACH
73,HIGH,1574 NW 7 LN,POMPANO BEACH,33060,FRAZIER UNIQUE HOMES LLC,343660,Single Family,1999,1304,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/16/2024; lien 12/05/2024; deed_transfer 11/06/2025; mortgage 10/31/2024; final_judgment 09/18/2024,FRAZIER UNIQUE HOMES LLC,500 NE 38 ST,POMPANO BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=1574%20NW%207%20LN&city=POMPANO%20BEACH
73,HIGH,716 NW 15 PL,POMPANO BEACH,33060,CRYPTON GROUP LLC,312960,Single Family,1976,1093,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/23/2024; satisfaction 09/26/2024; final_judgment 07/17/2025; mortgage 03/19/2024; deed_transfer 03/19/2024,CRYPTON GROUP LLC,6061 N FALLS CIRCLE DR #401,LAUDERHILL,FLORIDA,33319,https://title.rootz.global/p/farm?address=716%20NW%2015%20PL&city=POMPANO%20BEACH
73,HIGH,1930 NW 9 ST,POMPANO BEACH,33069,1930 NW 9 STREET LLC,139100,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/31/2025; lis_pendens 12/29/2025; lien 10/29/2024; satisfaction 10/06/2025; mortgage 03/01/2024,1930 NW 9 STREET LLC,1411 SAWGRASS CORP PKWY #B40,SUNRISE,FLORIDA,33323,https://title.rootz.global/p/farm?address=1930%20NW%209%20ST&city=POMPANO%20BEACH
73,HIGH,871 NW 5 AVE,POMPANO BEACH,33060,CRYPTON GROUP LLC,273540,Single Family,1973,1176,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/23/2024; satisfaction 09/26/2024; final_judgment 07/17/2025; mortgage 03/19/2024; deed_transfer 03/19/2024,CRYPTON GROUP LLC,6061 N FALLS CIRCLE DRIVE #401,LAUDERHILL,FLORIDA,33319,https://title.rootz.global/p/farm?address=871%20NW%205%20AVE&city=POMPANO%20BEACH
73,HIGH,1100 NE 4 ST,POMPANO BEACH,33060,AIM PARTNERS LLC,772260,Single Family,1975,2205,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 11/21/2025; lis_pendens 11/17/2025; satisfaction 10/31/2025; mortgage 08/14/2024; final_judgment 07/14/2025,AIM PARTNERS LLC,7901 4 ST N STE #300,ST PETERSBURG,FLORIDA,33702,https://title.rootz.global/p/farm?address=1100%20NE%204%20ST&city=POMPANO%20BEACH
73,HIGH,830 SE 22 AVE,POMPANO BEACH,33062,TAHA FAMILY LLC,1347690,Multi-Family (10+),1976,4262,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/29/2025; mortgage 11/12/2024; satisfaction 11/12/2024; final_judgment 10/30/2025; lis_pendens 04/11/2024,TAHA FAMILY LLC,500 SE 13 CT,POMPANO BEACH,FLORIDA,33060,https://title.rootz.global/p/farm?address=830%20SE%2022%20AVE&city=POMPANO%20BEACH
73,HIGH,201 SE 12 ST,POMPANO BEACH,33060,IRC EQUITIES VI LLC,917930,Single Family,1961,1747,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/16/2024; deed_transfer 09/15/2025; satisfaction 09/05/2025; final_judgment 06/13/2025; lis_pendens 04/03/2025,IRC EQUITIES VI LLC,7957 N UNIVERSITY DR STE 327,PARKLAND,FLORIDA,33067,https://title.rootz.global/p/farm?address=201%20SE%2012%20ST&city=POMPANO%20BEACH
73,HIGH,2200 S CYPRESS BEND DR,POMPANO BEACH,33069,YLH CAPITAL LLC,182230,Condo,1982,1140,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 11/20/2024; final_judgment 09/25/2024; lien 09/24/2024; lis_pendens 03/28/2024; deed_transfer 01/25/2024,YLH CAPITAL LLC,4320 BAYSIDE VILLAGE DR #202,TAMPA,FLORIDA,33615,https://title.rootz.global/p/farm?address=2200%20S%20CYPRESS%20BEND%20DR&city=POMPANO%20BEACH
73,HIGH,4035 W MCNAB RD,POMPANO BEACH,33069,MARX ESTATES LLC,180100,Condo,2006,1035,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/16/2024; deed_transfer 08/27/2025; lis_pendens 07/31/2024; lien 05/30/2024; satisfaction 03/21/2025,MARX ESTATES LLC,4035 W MCNAB RD #311F,POMPANO BEACH,FLORIDA,33069,https://title.rootz.global/p/farm?address=4035%20W%20MCNAB%20RD&city=POMPANO%20BEACH
73,HIGH,1000 S OCEAN BLVD,POMPANO BEACH,33062,"HOFFER,CLETIS D",383890,Condo,1974,1400,Out-of-state absentee; No homestead; High equity; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 11/04/2025; deed_transfer 08/30/2024; lis_pendens 08/26/2025; lien 06/17/2025; final_judgment 06/04/2024,"HOFFER,CLETIS D",888 COUNTY RD 1678,KNOXVILLE,ARKANSAS,72845,https://title.rootz.global/p/farm?address=1000%20S%20OCEAN%20BLVD&city=POMPANO%20BEACH
73,HIGH,11570 NW 12 ST,PLANTATION,33323,RHINO HOMES LLC,650500,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=11570%20NW%2012%20ST&city=PLANTATION
73,HIGH,4890 NW 2 PL,PLANTATION,33317,RGN INVESTMENTS LLC,464670,Single Family,1965,1733,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 11/12/2024; deed_transfer 10/03/2025; mortgage 06/27/2024; lien 02/21/2025; final_judgment 01/24/2025,RGN INVESTMENTS LLC,18911 NW 19 ST,PEMBROKE PINES,FLORIDA,33029,https://title.rootz.global/p/farm?address=4890%20NW%202%20PL&city=PLANTATION
73,HIGH,8195 NW 8 MNR,PLANTATION,33324,HERITAGE PARTNERS LLC,186080,Condo,1980,1690,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/19/2024; satisfaction 12/02/2025; mortgage 09/16/2024; final_judgment 07/02/2025; lien 06/02/2025,HERITAGE PARTNERS LLC,4941 NW 48 AVE,TAMARAC,FLORIDA,33319,https://title.rootz.global/p/farm?address=8195%20NW%208%20MNR&city=PLANTATION
73,HIGH,8191 NW 8 MNR,PLANTATION,33324,HERITAGE PARTNERS LLC,186080,Condo,1980,1690,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/19/2024; satisfaction 12/02/2025; mortgage 09/16/2024; final_judgment 07/02/2025; lien 06/02/2025,HERITAGE PARTNERS LLC,4941 NW 48 AVE,TAMARAC,FLORIDA,33319,https://title.rootz.global/p/farm?address=8191%20NW%208%20MNR&city=PLANTATION
73,HIGH,11350 NW 4 ST,PLANTATION,33325,RHINO HOMES LLC,548230,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=11350%20NW%204%20ST&city=PLANTATION
73,HIGH,11300 NW 4 ST,PLANTATION,33325,RHINO HOMES LLC,546550,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=11300%20NW%204%20ST&city=PLANTATION
